"V2","V160A","V160B","V160C","V160D","V160E","V160F","V160G","V160H","V160I","V160J","V240","V242"
12,4,3,2,3,3,5,1,5,3,5,2,40
12,-1,3,4,-1,3,3,3,-1,4,-1,1,40
12,3,3,3,3,3,4,3,3,3,3,1,50
12,1,1,1,1,1,1,1,1,1,1,1,22
12,-1,-1,-1,-1,-1,-1,-1,3,-1,1,1,22
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,24
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,23
12,5,5,1,5,5,5,2,5,2,5,2,30
12,4,3,1,5,5,5,5,5,2,4,1,33
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,44
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,56
12,4,4,3,3,4,4,4,4,4,2,2,59
12,-1,-1,1,4,4,5,-1,5,4,3,1,64
12,-1,-1,-1,4,-1,4,-1,-1,-1,-1,1,64
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,22
12,4,3,1,4,1,5,4,4,1,4,2,27
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,32
12,4,4,1,4,4,4,4,4,3,4,2,34
12,-1,-1,-1,5,-1,5,5,5,5,3,1,34
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,35
12,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,1,52
12,-1,-1,-1,2,1,2,1,5,5,4,2,60
12,5,3,1,2,4,5,2,4,4,4,1,72
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,33
12,2,2,3,2,2,4,3,5,4,4,2,27
12,3,4,1,2,3,5,4,3,2,3,2,32
12,3,3,3,3,3,3,3,3,3,3,1,38
12,1,1,5,1,2,1,2,1,4,2,1,63
12,4,4,2,5,3,2,1,1,2,2,2,64
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,74
12,2,2,2,2,2,2,2,2,2,2,2,19
12,1,1,1,1,1,1,1,1,1,1,1,24
12,4,3,5,1,1,1,3,2,2,2,2,27
12,5,4,2,5,5,4,2,5,2,5,1,64
12,4,4,3,1,2,4,1,3,5,5,2,31
12,4,4,3,1,2,4,1,3,3,5,1,31
12,4,1,1,1,1,5,5,5,5,5,1,36
12,4,1,1,5,3,5,1,5,2,5,2,39
12,1,1,1,3,1,5,1,1,5,1,1,42
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,56
12,1,2,1,1,1,5,1,5,5,1,2,61
12,5,1,1,5,1,5,5,5,5,5,1,73
12,4,1,1,1,1,5,5,5,5,5,1,34
12,5,1,1,4,3,5,1,5,2,5,2,26
12,1,5,5,1,5,5,1,1,5,1,2,19
12,2,4,1,1,1,5,5,5,5,5,2,22
12,1,1,5,1,1,5,1,5,5,1,1,23
12,1,1,1,1,5,5,3,5,5,1,1,23
12,1,5,5,1,1,5,1,1,5,1,2,33
12,5,1,1,1,1,5,5,5,5,1,1,37
12,5,5,1,5,1,5,5,5,1,1,1,47
12,5,4,2,5,2,5,5,5,5,5,1,49
12,4,4,1,1,1,5,1,5,5,1,2,59
12,5,1,1,5,1,5,5,5,1,1,1,69
12,2,2,2,4,2,5,2,2,5,2,1,18
12,1,5,5,1,1,2,5,5,5,5,2,19
12,5,5,5,1,1,1,3,5,5,5,2,20
12,1,5,5,1,5,2,1,1,4,5,1,24
12,5,1,5,5,1,5,5,5,1,5,2,31
12,5,1,1,1,1,5,5,5,5,5,1,32
12,5,1,1,5,2,4,5,2,5,4,1,42
12,5,2,2,5,2,5,2,5,1,1,2,43
12,5,1,1,1,1,5,5,5,5,2,1,72
12,5,1,1,5,1,5,5,5,1,1,2,54
12,1,4,5,1,1,5,1,5,5,5,2,18
12,1,5,5,1,5,3,1,1,5,4,1,22
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,24
12,4,1,1,4,1,5,4,5,5,3,1,24
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,37
12,1,1,1,1,1,5,5,5,5,1,1,39
12,5,3,1,5,1,5,4,5,1,5,1,45
12,5,5,1,4,1,5,3,5,1,1,2,49
12,5,5,1,5,1,5,1,5,1,1,2,54
12,5,1,1,5,1,5,5,5,1,3,1,75
12,1,5,5,5,1,5,5,1,5,5,2,20
12,1,3,4,2,1,5,1,5,5,1,1,22
12,1,5,1,1,1,3,3,5,5,5,2,23
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,24
12,5,1,1,1,5,2,5,5,5,1,2,37
12,3,4,1,5,2,4,4,4,2,3,1,41
12,5,1,1,1,1,1,1,1,5,1,2,46
12,5,2,1,4,1,4,1,3,1,2,2,52
12,5,2,2,5,2,5,5,5,2,1,2,70
12,4,3,1,5,1,5,5,5,5,5,1,37
12,1,5,5,3,1,3,5,4,5,5,2,19
12,5,5,4,2,1,1,3,5,5,5,2,19
12,1,1,1,3,1,5,1,1,5,1,1,22
12,1,5,5,1,5,2,1,2,4,5,1,24
12,3,2,1,5,5,1,5,5,5,1,2,30
12,5,2,1,5,1,4,5,1,5,5,1,44
12,5,1,1,5,1,5,3,5,1,1,2,45
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,54
12,5,2,2,5,2,5,5,5,1,2,1,71
12,5,1,1,2,2,4,4,5,5,5,1,33
12,5,1,1,5,1,5,5,5,5,1,1,19
12,1,5,5,1,5,5,1,1,5,5,2,20
12,1,3,5,1,1,5,1,5,5,1,1,23
12,1,5,1,1,1,4,4,5,5,5,2,24
12,5,1,1,5,1,5,5,5,1,1,2,34
12,4,3,1,5,1,5,5,5,5,5,1,37
12,3,4,1,5,1,5,5,5,1,3,1,45
12,4,1,5,5,3,5,5,5,1,5,2,46
12,5,2,1,5,1,5,1,5,1,1,1,56
12,5,1,1,5,1,5,5,5,1,1,2,74
12,1,5,5,1,5,4,1,2,5,4,2,21
12,1,5,1,1,1,4,4,5,5,5,2,22
12,1,3,5,1,1,5,1,5,5,1,1,24
12,5,3,1,5,5,5,5,5,5,5,1,32
12,1,1,1,5,1,5,5,5,1,1,2,35
12,5,2,2,5,4,5,5,5,1,5,2,43
12,5,4,1,5,2,5,5,5,2,3,1,46
12,5,2,1,4,1,5,1,5,1,1,1,55
12,5,1,5,1,5,5,5,1,1,1,2,76
12,5,1,1,5,1,5,5,5,5,1,1,20
12,1,5,5,5,5,5,1,1,1,5,2,18
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,20
12,3,1,1,3,1,5,4,5,5,2,1,21
12,1,5,5,5,5,5,1,1,1,5,2,22
12,5,1,1,5,3,5,5,5,1,5,1,36
12,4,1,1,5,3,5,5,5,5,5,2,37
12,5,5,1,5,5,5,3,5,1,3,2,42
12,5,3,1,5,1,5,4,5,1,5,1,45
12,3,3,2,2,4,4,5,5,5,5,2,54
12,5,1,1,5,1,5,5,5,1,1,1,73
12,2,2,2,2,3,4,3,4,1,1,2,22
12,1,1,2,2,4,4,2,5,3,4,2,23
12,-1,-1,3,3,4,4,4,-1,-1,-1,2,28
12,2,2,2,2,2,2,3,3,3,3,2,30
12,2,2,2,2,3,4,3,4,1,1,1,34
12,1,1,1,4,4,4,1,4,5,4,1,35
12,2,2,2,2,3,4,3,3,4,1,1,38
12,2,2,2,2,3,4,3,4,1,1,2,43
12,-1,4,4,5,-1,-1,-1,-1,-1,-1,1,45
12,4,4,4,2,2,4,1,4,3,-1,1,67
12,-1,-1,4,4,-1,4,5,1,2,-1,2,25
12,-1,-1,4,4,-1,4,1,5,2,-1,2,25
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,28
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,30
12,-1,-1,4,4,-1,4,1,4,2,-1,1,33
12,-1,-1,4,4,-1,4,1,5,4,-1,1,34
12,-1,-1,4,4,-1,4,1,2,5,-1,2,36
12,1,1,1,5,5,5,1,5,5,5,1,42
12,-1,-1,4,4,-1,4,1,5,2,-1,2,42
12,-1,-1,4,4,-1,4,1,5,2,-1,2,44
12,5,1,1,5,5,5,5,5,4,5,2,25
12,4,4,2,3,5,5,1,4,3,3,1,29
12,4,4,3,3,2,2,2,3,4,3,1,31
12,3,3,3,4,4,4,2,3,5,3,2,32
12,4,4,1,4,4,4,4,4,4,4,2,38
12,4,4,3,4,4,5,2,4,2,3,2,39
12,3,2,2,2,2,4,3,4,5,1,2,40
12,3,3,2,3,3,4,2,3,5,4,1,46
12,4,2,2,3,1,4,1,3,1,2,1,52
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,19
12,5,5,1,4,3,5,3,4,2,4,2,20
12,1,1,3,2,3,4,3,3,3,3,2,23
12,4,4,1,4,5,2,3,4,4,4,1,31
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,33
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,35
12,5,5,1,4,5,5,3,5,3,5,2,38
12,4,4,1,-1,-1,-1,-1,-1,-1,-1,1,44
12,4,1,1,1,1,5,1,3,1,3,2,52
12,5,4,2,3,3,5,3,5,3,4,2,57
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,69
12,2,3,4,1,3,5,4,5,4,4,2,21
12,3,4,1,2,4,5,1,5,3,4,2,24
12,3,3,3,5,3,4,4,4,5,3,1,24
12,4,4,2,4,-1,5,2,4,3,4,2,27
12,4,4,2,3,2,4,2,2,3,3,2,30
12,4,4,2,4,-1,5,2,4,3,4,1,39
12,5,3,2,3,3,5,2,4,3,3,1,46
12,3,3,3,3,3,4,3,3,3,2,1,53
12,5,5,4,2,2,5,1,5,2,-1,2,71
12,3,3,2,2,4,3,3,3,3,3,1,18
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,18
12,3,2,2,2,4,5,2,4,4,4,1,24
12,3,3,3,3,3,3,3,3,3,3,1,36
12,5,4,1,5,4,5,1,5,1,5,2,39
12,3,3,3,3,3,3,3,3,3,3,1,41
12,5,4,2,4,3,5,1,5,2,5,2,47
12,3,3,2,2,3,3,2,4,4,3,2,48
12,4,4,2,4,2,4,2,4,2,2,2,55
12,3,3,3,3,3,3,3,4,3,3,1,57
12,3,3,3,3,3,3,3,3,3,3,1,26
12,4,2,4,5,1,2,5,5,1,3,2,29
12,-1,-1,1,5,2,5,4,5,5,4,2,31
12,5,4,1,4,5,2,3,4,4,5,2,33
12,4,4,1,4,3,4,-1,5,1,4,2,34
12,3,3,3,3,1,3,3,3,5,3,1,37
12,3,3,2,4,2,4,2,4,3,3,2,44
12,3,2,4,3,3,3,2,4,4,3,1,47
12,2,5,3,4,3,4,3,5,3,5,1,54
12,3,3,1,5,3,3,1,5,2,2,1,58
12,1,1,1,1,1,1,1,1,1,1,1,77
12,5,5,5,5,5,5,5,5,5,5,1,19
12,1,5,5,5,5,5,1,1,1,5,2,24
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,25
12,2,5,4,3,5,5,3,2,2,2,1,32
12,1,1,1,1,1,1,1,1,1,1,1,44
12,3,3,1,4,4,5,5,5,5,5,2,54
12,5,1,1,5,1,5,5,5,1,1,1,76
12,1,1,1,1,1,1,1,1,1,1,1,76
12,1,1,1,1,1,1,1,1,1,1,2,20
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,26
12,3,3,3,3,3,3,3,3,3,3,2,18
12,4,2,2,4,-1,5,1,2,2,-1,2,23
12,4,3,1,4,3,5,1,4,2,4,1,25
12,3,3,3,3,3,3,3,3,3,3,1,30
12,1,3,3,3,3,3,3,3,3,3,1,40
12,3,3,3,3,3,3,3,3,3,3,2,42
12,4,4,1,4,4,5,1,5,1,-1,1,50
12,4,2,2,4,2,5,1,5,2,-1,2,58
12,4,4,2,4,2,5,2,5,2,4,2,65
12,5,5,4,1,4,4,-1,5,5,5,1,23
12,2,3,1,1,1,5,3,5,2,5,1,18
12,4,2,5,5,5,5,1,3,2,5,1,19
12,5,5,5,3,3,3,4,3,5,5,2,19
12,1,1,1,2,2,4,3,4,3,4,1,20
12,4,1,1,-1,4,5,2,3,3,3,2,22
12,1,2,2,4,4,5,3,4,4,5,1,24
12,5,2,1,1,4,1,5,5,2,1,1,31
12,3,4,2,4,2,4,2,4,4,2,2,36
12,2,2,1,2,2,4,3,4,4,4,2,37
12,3,3,2,4,4,5,2,5,3,2,1,40
12,2,5,5,5,5,5,1,1,1,5,2,20
12,1,1,5,5,5,1,1,5,5,1,2,21
12,1,1,5,1,5,5,1,1,5,5,1,21
12,1,5,1,1,1,1,1,1,5,1,1,24
12,5,1,1,5,1,5,5,5,2,1,1,30
12,5,1,1,5,1,5,5,5,1,5,2,36
12,5,5,1,5,5,5,2,5,2,4,2,40
12,5,4,2,5,1,4,5,1,-1,-1,1,43
12,5,5,2,5,5,5,1,1,5,1,2,50
12,5,1,1,5,1,5,5,5,1,1,2,72
12,1,5,5,1,5,5,1,1,5,5,2,19
12,1,3,5,1,1,5,1,5,5,1,1,24
12,1,5,1,1,1,4,4,5,5,5,2,24
12,5,1,1,5,1,5,5,5,1,1,2,36
12,4,3,1,5,1,5,5,5,5,5,1,39
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,43
12,3,4,1,5,1,5,5,5,1,3,1,46
12,5,2,1,5,1,5,1,5,1,1,2,53
12,5,1,1,5,1,5,5,5,1,1,2,75
12,1,1,1,1,1,1,1,1,1,1,1,24
12,4,2,4,5,5,5,2,5,4,5,1,23
12,5,4,1,4,-1,4,5,5,3,4,2,24
12,4,3,1,2,1,5,3,4,5,3,1,24
12,4,3,2,2,1,3,3,2,4,3,2,27
12,2,2,2,3,4,4,3,4,3,-1,2,36
12,5,5,4,5,5,4,4,5,5,4,1,37
12,5,5,5,4,5,5,4,4,5,4,1,44
12,2,5,4,2,3,2,5,2,3,5,1,61
12,5,4,4,5,4,5,5,5,4,4,2,23
12,-1,4,3,2,2,4,4,4,5,4,2,62
12,5,3,3,4,3,4,4,4,2,3,2,21
12,4,4,2,4,3,3,3,5,2,4,1,22
12,-1,4,4,4,3,4,3,3,2,3,2,24
12,5,4,1,4,5,5,2,4,5,5,2,26
12,4,4,1,4,2,3,1,5,1,4,1,29
12,5,4,5,2,2,4,2,5,1,5,1,44
12,4,1,1,1,1,1,2,1,2,2,1,51
12,5,4,3,4,2,3,4,4,2,3,1,52
12,-1,4,1,-1,1,-1,-1,5,2,-1,2,66
12,3,3,3,3,3,1,2,3,2,3,1,48
12,-1,5,4,3,2,4,-1,4,3,1,2,24
12,5,4,4,4,4,4,5,5,5,5,2,24
12,2,4,5,4,1,3,3,4,4,2,1,25
12,4,3,2,4,1,4,3,5,2,4,1,25
12,5,4,5,5,5,4,3,4,4,5,1,27
12,5,4,5,5,4,3,4,4,3,4,1,32
12,3,-1,1,4,3,-1,4,-1,4,-1,1,43
12,3,1,4,2,3,4,5,4,5,2,2,44
12,4,4,1,4,4,4,4,4,3,4,2,57
12,5,4,1,5,4,4,2,4,4,5,1,59
12,2,4,3,5,1,5,4,5,3,5,2,21
12,5,5,4,4,2,5,1,5,3,4,2,24
12,1,1,3,1,1,1,1,1,1,1,1,26
12,5,-1,1,1,-1,5,-1,5,4,5,1,30
12,4,1,3,4,-1,4,2,5,5,5,2,44
12,5,4,2,2,3,4,3,5,2,4,2,47
12,5,2,1,5,5,5,1,5,1,4,2,49
12,2,3,1,2,3,2,2,3,2,1,1,50
12,3,2,2,4,1,5,3,5,2,1,2,50
12,5,2,3,4,1,4,4,5,5,4,1,55
12,3,2,3,4,4,4,3,3,3,3,1,28
12,3,3,2,3,2,2,2,2,2,2,2,29
12,2,3,3,3,2,4,3,3,3,3,2,31
12,3,3,4,3,2,3,2,2,2,2,1,33
12,3,3,2,4,3,3,4,4,4,4,1,42
12,2,3,3,3,3,3,3,3,3,3,2,44
12,2,4,3,3,2,2,3,4,3,2,1,55
12,2,4,3,3,2,2,3,2,3,2,1,56
12,2,2,3,2,2,1,1,2,3,1,2,62
12,4,3,2,3,3,3,3,3,3,3,1,26
12,2,3,2,4,5,3,2,3,4,3,2,22
12,4,3,4,3,2,2,3,3,4,3,1,25
12,2,2,3,2,4,3,2,1,2,2,1,26
12,2,2,1,2,2,2,2,2,2,2,2,33
12,4,2,4,3,3,4,2,1,2,3,1,34
12,2,3,1,1,1,2,3,2,2,2,1,40
12,3,4,2,2,5,3,4,2,2,3,2,44
12,2,3,4,3,3,4,2,2,3,2,2,62
12,2,3,2,2,2,2,2,2,2,2,2,21
12,2,3,2,4,4,2,4,3,3,4,1,55
12,1,5,5,5,5,5,1,1,1,5,2,18
12,1,1,5,1,5,5,1,1,5,1,2,19
12,1,5,5,5,5,5,1,1,1,5,2,22
12,4,1,1,4,1,5,4,5,5,3,1,23
12,5,1,1,5,3,5,5,5,1,5,1,32
12,4,1,1,5,3,5,5,5,1,5,2,37
12,4,4,1,5,5,5,3,5,1,3,2,40
12,5,3,1,5,1,5,4,5,1,5,2,45
12,3,3,1,4,4,5,5,5,5,5,2,52
12,5,1,1,5,1,5,5,5,1,1,1,75
12,1,5,5,1,5,5,5,1,5,5,1,20
12,1,4,5,1,1,5,1,5,5,5,2,20
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,23
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,24
12,1,3,1,1,1,5,5,5,5,5,2,33
12,1,5,1,1,1,5,5,5,5,5,1,38
12,1,5,5,1,1,5,1,1,5,5,2,42
12,5,3,1,5,1,5,5,5,1,5,1,46
12,1,1,1,1,1,5,1,5,5,1,2,59
12,5,1,1,1,1,5,5,5,5,1,1,65
12,2,5,5,5,5,5,5,5,1,1,2,18
12,1,5,5,5,5,5,1,1,1,5,2,21
12,1,1,5,1,5,5,1,1,5,1,1,22
12,4,1,1,4,1,5,4,5,5,3,1,23
12,3,4,1,5,1,5,5,5,1,3,1,38
12,4,1,1,1,1,3,1,4,5,4,1,40
12,5,1,1,5,1,5,5,5,1,5,2,48
12,5,1,1,5,1,5,5,5,1,1,2,59
12,5,2,1,5,1,5,5,5,1,3,1,75
12,1,1,1,5,1,5,5,5,1,5,2,35
12,1,5,5,5,5,5,1,1,1,5,1,18
12,2,2,5,1,5,5,1,1,5,1,1,19
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,20
12,4,1,1,4,1,5,4,5,5,3,2,24
12,4,1,3,5,3,5,5,5,1,5,2,39
12,1,1,1,5,5,1,5,5,1,5,2,40
12,5,1,1,5,3,5,5,5,1,5,1,44
12,5,1,1,5,1,5,5,5,1,1,2,57
12,5,2,1,5,1,5,4,5,1,3,1,76
12,1,1,1,5,1,5,5,5,1,5,1,46
12,4,4,4,2,3,4,5,4,5,5,2,24
12,2,3,1,2,3,2,3,1,2,-1,1,25
12,5,4,1,2,4,5,2,5,5,4,2,28
12,2,1,2,2,3,2,2,3,1,2,1,29
12,4,3,3,2,4,2,1,5,5,5,1,31
12,4,4,4,2,4,4,4,4,5,-1,2,34
12,4,1,1,2,1,4,2,5,5,4,1,43
12,2,3,3,3,2,1,2,2,3,1,2,46
12,4,4,1,1,4,4,1,5,2,4,2,53
12,2,4,1,4,2,4,3,4,4,4,1,66
12,3,3,3,4,5,4,3,4,4,3,2,24
12,-1,3,1,4,4,4,4,4,2,2,2,24
12,2,4,4,4,5,5,2,4,5,2,1,25
12,1,4,2,2,3,4,2,4,5,4,1,29
12,3,1,2,4,4,5,1,5,4,4,1,34
12,5,4,2,4,4,4,4,5,2,2,2,38
12,3,2,1,4,1,4,2,5,2,4,1,41
12,4,5,1,1,3,5,1,5,1,1,2,44
12,3,4,3,3,3,4,3,4,1,2,2,57
12,5,2,1,1,4,4,2,5,5,3,1,70
12,5,4,2,2,1,3,2,4,4,-1,1,44
12,1,1,1,2,3,4,2,5,4,5,2,48
12,2,1,1,2,2,3,1,4,4,3,1,58
12,5,2,1,2,1,4,2,5,4,2,1,59
12,5,4,1,3,3,5,-1,5,2,3,2,63
12,-1,1,1,1,1,3,5,5,3,2,2,68
12,1,1,2,4,5,4,4,3,3,4,1,18
12,2,1,4,3,3,5,2,3,3,4,1,30
12,1,2,1,1,1,4,2,4,4,4,1,19
12,5,4,1,4,3,5,4,5,5,4,1,45
12,2,1,2,3,4,5,4,3,3,5,2,18
12,2,2,3,3,2,4,4,3,3,3,1,20
12,1,1,3,2,1,4,1,3,5,1,1,20
12,1,1,3,3,4,4,3,3,5,5,2,24
12,1,1,2,4,4,4,1,3,5,4,1,31
12,1,1,1,3,3,1,3,3,5,5,2,38
12,1,2,5,3,-1,5,1,3,-1,5,2,45
12,1,1,1,3,4,4,1,3,5,3,1,48
12,1,1,3,3,2,3,1,3,4,4,1,51
12,1,1,2,2,1,5,1,3,3,1,2,62
12,1,5,5,1,5,5,1,1,1,5,1,20
12,5,4,1,5,1,1,5,5,1,1,2,22
12,5,2,2,5,3,4,4,4,1,5,2,30
12,5,1,1,5,4,5,5,5,1,4,1,33
12,5,1,1,5,1,5,5,5,1,1,2,41
12,5,2,1,5,1,5,5,5,5,5,1,44
12,2,2,1,1,5,5,5,5,5,5,2,50
12,5,2,2,5,2,5,5,5,1,2,1,73
12,1,5,5,5,5,5,5,5,1,1,2,20
12,1,1,2,1,1,5,1,1,5,2,1,23
12,1,1,5,1,5,5,1,1,5,5,1,18
12,2,5,5,5,5,5,5,1,1,5,2,19
12,1,1,5,5,5,1,1,5,5,1,2,20
12,5,1,1,5,1,5,5,5,2,1,1,31
12,5,1,1,5,1,5,5,5,1,5,2,34
12,5,4,2,5,1,4,5,1,-1,-1,1,42
12,5,5,1,5,5,5,2,5,2,4,2,43
12,5,5,2,5,5,5,1,1,5,1,2,53
12,5,1,1,5,1,5,5,5,1,1,2,70
12,1,5,1,1,1,1,1,1,5,1,2,22
12,2,3,3,4,1,2,2,1,2,1,2,22
12,1,1,3,3,1,1,1,1,3,4,2,31
12,1,1,2,2,1,-1,2,-1,3,4,1,35
12,4,4,3,4,2,4,1,4,2,2,1,37
12,1,1,2,1,2,1,2,1,2,1,2,44
12,1,2,2,2,2,1,1,1,2,1,2,55
12,4,2,1,3,1,5,2,5,2,5,2,56
12,4,4,1,3,3,4,4,5,4,3,2,64
12,2,2,2,3,3,2,2,2,2,2,1,70
12,1,1,1,2,2,2,-1,3,2,1,2,30
12,5,4,3,4,3,2,3,5,5,5,2,24
12,4,4,-1,2,4,5,3,2,5,4,1,26
12,3,2,5,2,2,5,4,4,5,5,2,30
12,4,4,1,4,1,5,3,3,3,4,2,37
12,2,2,4,2,5,4,4,5,2,5,2,39
12,-1,4,2,3,3,5,3,5,2,3,2,42
12,-1,4,2,4,4,4,2,-1,2,4,1,43
12,4,2,4,5,5,5,5,4,5,5,2,45
12,2,1,3,3,2,4,1,5,4,3,2,46
12,4,3,3,3,3,4,3,4,4,3,1,61
12,4,2,3,1,2,4,2,3,1,1,2,22
12,3,2,4,1,3,2,4,2,3,3,2,24
12,3,2,4,3,1,2,4,3,5,3,1,26
12,4,2,2,3,4,3,2,3,4,4,1,27
12,2,3,3,2,2,1,3,2,4,3,2,33
12,3,2,2,3,3,2,3,4,3,2,1,34
12,-1,5,5,4,3,4,5,2,2,3,2,42
12,1,3,3,2,2,2,2,2,2,3,1,42
12,3,4,1,2,3,3,3,4,2,3,1,55
12,3,2,2,3,2,1,2,3,2,3,2,66
12,2,3,2,2,2,2,2,2,2,2,1,22
12,2,4,3,3,2,4,3,2,2,2,2,24
12,2,4,3,3,2,2,3,3,3,3,2,25
12,3,2,1,2,3,3,2,2,4,3,2,32
12,2,4,3,2,2,1,2,3,2,2,1,35
12,2,1,1,2,3,2,1,3,2,1,1,45
12,1,2,2,3,2,1,1,2,2,1,2,48
12,4,3,4,5,3,3,2,3,3,2,1,60
12,2,3,2,1,2,2,2,2,2,2,2,62
12,2,4,3,2,1,1,2,3,2,2,1,26
12,5,2,2,4,4,5,4,5,5,5,2,22
12,2,2,3,2,2,4,3,5,4,4,2,23
12,2,2,3,2,2,4,3,5,4,4,2,26
12,4,3,2,5,5,5,3,5,1,4,1,29
12,4,3,2,3,5,5,5,1,5,4,2,30
12,5,4,2,5,5,4,2,5,2,5,1,60
12,1,1,5,1,2,1,2,1,4,2,1,64
12,4,4,2,4,4,5,3,3,4,2,2,66
12,4,4,2,4,4,5,4,4,5,4,2,27
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,32
12,5,4,1,1,4,4,4,5,2,4,1,24
12,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,27
12,4,3,1,5,5,5,4,4,5,4,1,28
12,5,5,3,5,5,5,3,4,4,2,2,29
12,1,1,4,2,1,4,3,5,5,5,1,30
12,5,4,3,5,5,5,5,5,3,4,1,33
12,5,4,1,4,5,5,5,5,4,5,1,35
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,60
12,4,4,3,2,1,5,3,4,5,3,1,30
12,5,5,5,5,5,5,5,5,5,5,2,52
12,1,2,1,4,1,4,4,5,2,3,2,18
12,1,3,2,4,2,3,4,5,3,-1,1,21
12,1,2,1,4,-1,-1,4,5,2,-1,1,23
12,1,2,1,3,2,-1,4,5,1,2,2,24
12,2,1,1,4,2,3,1,5,2,-1,2,34
12,2,3,1,4,2,3,4,5,1,3,1,38
12,2,1,1,4,2,3,4,5,2,-1,2,45
12,1,2,1,3,1,3,2,5,4,3,1,46
12,2,2,1,3,-1,-1,1,5,2,-1,2,59
12,1,2,1,3,2,4,4,5,1,3,1,72
12,1,5,5,3,1,3,5,4,5,5,2,18
12,1,5,5,1,5,3,1,1,5,4,2,24
12,1,1,1,3,1,5,1,1,5,1,1,24
12,3,2,1,5,1,5,5,5,1,1,2,32
12,4,1,1,1,1,5,5,5,5,5,1,35
12,5,3,1,5,1,5,4,5,1,5,1,45
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,47
12,1,2,1,1,1,5,-1,5,5,3,2,56
12,5,1,1,5,1,5,5,5,1,3,1,72
12,4,4,3,1,2,4,1,3,5,5,2,23
12,1,5,5,1,5,5,1,1,5,5,2,20
12,1,5,1,1,1,4,4,5,5,5,2,23
12,1,5,5,1,1,5,1,5,5,1,1,23
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,24
12,5,1,1,5,1,5,5,5,1,1,2,35
12,5,4,1,5,2,5,5,5,5,5,1,38
12,2,4,1,5,2,5,5,5,1,3,1,48
12,5,3,1,5,1,5,5,5,5,5,1,48
12,5,2,1,5,1,5,1,5,1,1,2,52
12,5,1,1,5,1,5,5,5,1,1,2,74
12,2,5,5,5,5,5,5,5,2,2,2,19
12,1,5,5,5,5,5,1,1,1,5,1,19
12,1,5,5,5,5,5,1,1,1,5,1,22
12,1,1,1,3,1,5,5,5,5,5,2,23
12,5,1,1,5,4,5,5,5,2,5,2,33
12,5,1,1,5,3,5,5,5,1,5,1,35
12,2,3,1,1,1,5,5,5,5,5,2,44
12,5,2,1,5,1,5,5,5,5,5,1,49
12,1,1,1,1,1,5,5,5,5,5,2,58
12,5,1,1,5,1,5,5,5,1,5,1,70
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,18
12,1,5,5,1,5,3,1,1,5,4,1,19
12,1,1,1,2,1,4,1,1,4,1,1,22
12,4,4,3,1,2,3,1,3,5,5,2,23
12,5,1,1,1,5,1,5,5,5,1,2,33
12,5,1,1,1,1,5,5,5,5,5,1,38
12,5,1,1,5,4,5,5,5,1,1,2,42
12,5,4,1,5,1,5,4,5,1,5,1,45
12,1,5,1,1,1,1,4,5,5,2,2,59
12,5,2,2,5,1,2,5,5,1,5,1,67
12,2,5,1,1,1,5,5,5,5,5,2,20
12,1,5,5,1,5,4,1,2,5,4,2,20
12,5,1,1,5,1,5,5,5,5,1,2,22
