"V2","V160A","V160B","V160C","V160D","V160E","V160F","V160G","V160H","V160I","V160J","V240","V242"
400,5,4,3,4,2,4,3,3,4,3,1,75
400,4,5,2,4,2,4,4,4,4,4,2,22
400,3,4,2,4,2,4,4,4,4,4,2,32
400,3,4,2,4,2,4,4,4,3,4,1,54
400,5,4,5,4,3,4,3,4,3,3,2,39
400,5,4,2,4,2,5,3,5,5,3,1,52
400,4,5,1,4,1,5,2,5,1,2,1,43
400,2,4,1,4,1,5,3,5,4,2,2,20
400,4,4,2,2,4,5,4,5,4,5,1,66
400,5,4,3,5,4,3,3,5,4,5,1,18
400,4,4,2,2,2,5,5,5,4,5,1,47
400,2,2,4,3,4,5,2,4,5,5,1,18
400,4,4,1,5,1,5,4,5,4,5,1,33
400,4,1,1,1,1,5,5,5,5,5,2,28
400,5,4,1,5,2,5,4,5,4,5,2,46
400,5,4,2,4,4,5,5,5,5,5,2,44
400,2,2,4,2,5,5,2,4,2,4,2,49
400,5,2,1,4,1,4,2,5,4,4,2,42
400,1,2,4,3,4,1,5,5,5,5,1,32
400,5,4,4,5,4,5,4,4,5,4,2,47
400,4,3,4,3,3,4,3,3,3,3,2,34
400,5,3,4,4,5,4,4,3,4,4,2,60
400,3,4,4,2,3,3,4,2,3,4,1,31
400,5,4,3,3,4,5,3,4,5,2,1,24
400,5,4,2,5,1,5,4,5,4,5,1,30
400,5,5,2,5,5,5,5,5,4,5,1,36
400,5,4,4,4,2,5,4,5,4,4,2,66
400,5,4,2,5,4,5,5,5,4,5,2,55
400,5,5,5,5,2,5,5,5,5,5,2,35
400,5,5,4,5,3,4,4,5,1,4,1,25
400,5,4,4,2,2,3,4,1,3,4,1,59
400,5,5,2,5,4,5,5,5,4,4,2,36
400,5,5,2,3,4,3,2,5,4,3,1,73
400,4,3,4,5,2,5,4,5,4,3,2,31
400,1,2,2,3,4,3,2,3,2,3,2,37
400,2,3,4,3,3,4,4,3,4,3,1,24
400,5,4,4,4,4,5,5,5,5,5,2,35
400,5,5,1,5,5,5,5,5,5,5,1,18
400,4,3,4,3,3,4,3,3,3,3,2,33
400,4,3,4,4,3,3,3,4,4,4,1,40
400,5,4,4,3,2,5,2,5,5,2,2,40
400,4,4,4,2,4,5,4,5,4,4,1,30
400,5,5,4,5,1,5,2,5,2,3,1,31
400,3,2,1,4,4,4,3,4,3,3,2,39
400,4,4,1,4,2,4,4,5,5,4,1,19
400,5,5,4,5,4,4,2,4,4,4,2,22
400,1,1,1,4,1,1,4,4,2,4,2,37
400,5,5,2,4,1,4,3,4,1,4,1,73
400,3,2,3,2,3,3,3,2,3,2,2,24
400,2,3,2,3,2,3,3,2,3,3,1,46
400,4,3,3,3,4,3,4,3,3,3,1,46
400,5,2,1,5,2,5,2,5,5,4,1,38
400,4,2,4,2,1,5,2,5,4,5,2,40
400,5,5,5,2,1,5,2,2,5,2,2,59
400,4,5,4,4,4,5,4,4,5,4,1,18
400,5,4,4,4,3,5,5,5,4,4,2,66
400,5,5,3,3,3,4,4,5,2,5,1,82
400,5,5,1,4,4,4,4,5,5,5,2,42
400,5,5,1,5,1,5,1,5,5,2,2,59
400,4,4,3,4,4,4,4,4,5,5,1,40
400,5,1,2,4,1,5,5,5,5,5,1,37
400,5,5,1,5,1,5,5,5,4,4,1,60
400,2,4,1,4,2,5,5,5,5,3,2,23
400,4,4,1,4,2,3,1,4,4,3,2,33
400,5,3,4,4,1,4,4,2,5,3,1,22
400,4,2,2,1,4,5,5,5,5,4,1,47
400,4,5,1,5,4,5,5,5,5,5,2,35
400,5,4,2,5,2,5,5,5,4,4,2,36
400,5,5,2,4,1,5,5,5,5,5,2,45
400,2,2,1,5,4,4,4,5,4,4,2,33
400,5,5,1,4,1,5,2,5,5,3,2,31
400,4,4,4,2,4,4,4,4,2,2,1,23
400,5,1,4,4,2,5,4,4,5,3,1,23
400,4,4,2,4,2,4,4,4,4,4,2,36
400,1,2,2,2,2,2,2,2,2,2,1,32
400,1,1,2,1,2,2,1,2,2,2,1,63
400,1,2,2,1,1,2,1,2,2,2,2,29
400,4,4,1,4,1,5,4,5,4,2,1,47
400,1,2,2,2,2,5,4,5,4,4,2,40
400,5,3,1,4,1,3,1,5,5,5,1,47
400,4,2,2,2,4,4,4,4,4,4,1,18
400,5,2,4,4,4,4,5,5,5,4,1,51
400,5,5,4,4,1,4,4,4,5,4,2,49
400,4,2,4,4,4,4,4,4,5,3,2,50
400,5,5,1,5,1,5,2,5,4,2,2,23
400,4,4,1,4,1,5,1,5,4,3,2,47
400,1,2,1,2,1,1,1,1,1,2,1,35
400,5,2,3,3,2,4,3,3,4,3,1,84
400,2,3,4,2,3,5,5,4,5,4,1,23
400,4,3,2,4,3,4,4,4,5,4,1,33
400,4,3,5,4,2,5,2,4,5,2,2,18
400,5,5,2,4,4,5,5,4,5,4,1,40
400,5,5,2,3,3,3,3,3,2,3,2,73
400,5,2,1,4,5,5,1,5,1,5,2,18
400,3,4,3,3,2,2,2,2,2,3,2,23
400,3,2,3,3,3,2,3,3,3,3,2,61
400,3,3,3,3,2,3,3,2,3,3,1,41
400,4,2,3,1,1,1,2,1,5,5,1,39
400,2,5,3,4,5,4,3,3,4,2,1,58
400,3,4,3,2,2,3,3,2,3,3,1,71
400,5,3,4,4,2,4,4,4,4,4,1,18
400,5,3,2,3,3,5,4,4,4,4,1,18
400,3,3,4,2,4,3,4,4,4,2,1,35
400,2,3,4,2,2,3,2,3,3,2,2,35
400,4,3,2,5,3,4,2,4,3,3,2,31
400,4,3,2,4,2,4,2,5,4,3,2,42
400,3,2,2,4,1,4,4,4,5,3,2,29
400,5,5,2,3,2,5,4,4,5,5,2,39
400,2,1,3,3,2,1,1,1,2,3,2,33
400,5,4,1,5,2,5,5,5,2,2,2,30
400,4,3,2,4,2,4,3,4,4,4,2,44
400,3,4,4,4,1,4,4,4,4,4,2,45
400,4,3,2,4,1,4,1,4,2,3,2,42
400,2,1,2,2,3,2,3,4,2,3,1,34
400,5,4,3,3,4,5,3,3,5,4,1,37
400,5,5,4,3,3,5,3,4,3,4,1,33
400,4,3,4,4,2,4,4,4,5,4,1,72
400,4,3,4,4,2,5,4,5,4,2,1,25
400,4,2,1,2,1,5,4,5,5,4,1,41
400,4,4,1,5,1,5,4,5,1,4,1,38
400,5,1,1,5,4,5,5,5,1,5,2,34
400,2,4,4,4,4,4,4,4,4,4,1,36
400,4,4,3,5,4,5,4,5,4,4,1,21
400,5,3,2,4,3,5,4,5,2,3,1,43
400,5,4,1,4,3,4,4,3,4,5,2,31
400,5,4,1,4,1,5,1,5,1,5,2,31
400,5,5,1,5,1,5,4,5,5,4,2,28
400,5,5,4,4,1,5,5,5,1,1,2,26
400,5,1,1,4,2,4,2,5,5,5,2,30
400,4,4,3,5,1,5,3,5,5,3,2,28
400,5,5,1,5,4,5,5,4,1,5,1,62
400,5,4,3,3,1,4,4,4,5,3,2,66
400,5,4,2,3,1,5,5,5,5,5,1,52
400,5,5,2,4,3,4,4,4,2,3,1,65
400,4,3,2,4,1,4,3,4,2,2,2,32
400,5,2,1,3,4,4,3,5,3,4,1,44
400,5,5,1,5,4,5,5,5,5,4,1,68
400,5,5,4,5,4,5,4,5,4,4,2,45
400,2,2,2,2,2,1,1,1,1,1,2,24
400,2,4,2,5,2,4,4,4,3,3,2,31
400,4,4,2,4,2,2,2,4,5,3,2,38
400,2,2,4,2,2,2,4,4,4,3,2,25
400,4,2,2,4,1,4,4,2,4,2,2,31
400,4,4,3,3,3,3,3,5,5,3,1,80
400,2,5,1,2,4,4,3,5,2,3,1,45
400,5,4,2,4,1,5,5,5,4,3,1,35
400,1,1,2,2,2,2,2,2,2,2,1,44
400,4,4,2,4,1,5,1,4,2,4,1,62
400,4,2,1,4,1,5,2,5,5,5,1,29
400,1,4,4,2,2,4,4,4,4,4,1,52
400,4,4,1,4,1,5,2,5,4,1,1,78
400,4,4,4,4,5,3,5,5,5,5,1,25
400,5,4,2,5,4,2,5,5,4,4,1,31
400,3,2,2,4,2,2,4,2,4,2,2,31
400,2,2,1,4,3,4,3,5,4,4,2,54
400,1,4,4,4,1,4,1,5,5,2,2,33
400,5,4,5,1,2,5,5,5,5,5,2,33
400,5,4,2,4,1,5,3,5,4,5,2,46
400,5,5,4,4,3,4,4,5,5,4,1,62
400,4,4,1,3,1,5,3,2,2,2,1,19
400,5,5,5,4,4,4,3,4,5,3,1,18
400,4,4,2,2,2,4,4,4,4,4,1,42
400,2,4,1,4,2,4,1,4,4,2,1,29
400,4,4,4,4,2,2,2,2,2,2,2,36
400,2,2,2,2,3,4,4,3,3,3,2,32
400,4,2,4,4,1,4,4,4,4,4,2,33
400,4,4,1,4,1,5,2,4,2,3,2,42
400,2,2,1,3,1,4,4,4,4,4,2,27
400,2,3,1,4,4,4,4,4,4,4,2,18
400,5,5,1,4,1,4,4,5,4,4,2,56
400,5,3,2,2,1,3,5,5,5,3,2,26
400,5,1,4,4,4,4,4,4,4,3,2,57
400,4,4,1,4,1,4,2,5,4,4,2,59
400,5,5,1,5,2,4,4,5,4,4,1,71
400,1,5,1,4,1,5,2,5,1,4,1,61
400,4,5,5,4,1,5,4,2,5,2,1,19
400,2,2,5,1,1,1,1,4,4,3,1,23
400,1,4,1,4,5,5,5,5,5,3,1,20
400,3,2,5,5,4,4,3,5,5,1,2,26
400,5,4,1,5,5,5,1,5,5,5,2,42
400,1,2,4,3,2,4,4,4,4,5,2,34
400,4,4,4,2,4,4,4,4,5,4,2,38
400,4,4,2,5,1,5,4,4,1,4,2,73
400,4,5,1,4,1,4,5,4,5,5,1,23
400,5,4,4,4,4,4,4,5,4,4,1,55
400,4,1,1,1,1,5,1,4,1,4,1,35
400,5,2,3,2,3,5,3,3,1,3,1,75
400,4,3,2,4,3,5,3,5,3,3,1,18
400,2,1,1,5,5,5,5,5,1,5,1,40
400,4,4,1,4,3,5,4,5,3,4,1,50
400,5,4,1,3,3,4,4,4,1,4,1,52
400,4,1,3,2,3,5,4,4,2,3,1,79
400,5,4,2,4,4,5,3,5,2,4,1,55
400,4,4,2,4,1,4,4,4,1,4,2,50
400,4,2,5,2,2,5,5,5,2,4,2,35
400,4,4,1,5,4,5,5,5,4,5,2,29
400,4,4,1,2,2,2,2,5,5,2,2,48
400,5,4,1,5,4,5,4,5,4,5,2,28
400,3,3,2,2,3,4,3,4,4,3,1,20
400,4,3,1,5,3,5,3,5,1,3,1,33
400,5,4,2,4,4,4,3,4,4,4,1,42
400,5,5,4,3,3,4,4,4,5,5,1,66
400,5,4,2,4,4,4,3,4,4,4,1,21
400,5,4,2,2,4,4,4,5,4,3,2,19
400,4,4,1,2,3,4,3,5,4,3,2,42
400,4,4,1,2,2,4,3,4,4,3,2,47
400,5,4,2,2,3,4,4,4,2,2,2,44
400,5,4,4,4,3,3,4,4,4,4,2,26
400,4,2,4,1,5,4,5,5,4,4,2,33
400,5,1,1,1,4,4,5,4,4,4,2,38
400,2,4,2,1,1,4,4,5,4,4,2,38
400,5,5,4,5,3,5,4,5,4,5,2,45
400,5,5,1,5,5,5,5,5,5,5,2,27
400,2,2,2,1,4,4,5,5,5,5,1,26
400,4,1,4,1,4,4,4,4,4,4,1,76
400,5,5,5,5,5,5,5,5,5,5,1,36
400,5,5,1,5,5,5,5,5,1,5,1,55
400,5,5,2,5,5,5,5,5,3,5,1,27
400,5,4,1,5,1,4,5,5,2,5,2,29
400,4,1,4,5,1,1,1,5,4,3,2,33
400,5,4,2,4,2,5,3,5,4,5,2,27
400,5,2,5,5,1,5,5,5,1,4,2,31
400,5,2,1,5,1,5,1,5,1,5,2,34
400,5,3,1,5,1,5,4,5,3,3,1,41
400,4,4,1,5,5,5,4,4,1,4,1,48
400,4,4,1,4,1,5,4,5,4,4,1,38
400,4,4,3,5,4,5,4,5,3,4,1,18
400,4,1,1,5,3,5,4,5,4,3,1,29
400,4,2,1,5,1,5,4,5,1,4,1,41
400,4,5,1,1,1,5,4,4,5,4,1,39
400,5,2,2,5,3,5,3,5,3,3,1,32
400,5,2,2,5,2,5,3,5,2,3,1,45
400,1,4,1,5,2,5,1,5,1,3,2,37
400,4,2,4,5,1,5,4,5,4,5,2,43
400,5,1,5,5,1,5,4,5,5,5,2,48
400,4,4,1,5,1,5,1,5,5,5,1,40
400,5,4,4,4,4,4,4,5,4,4,2,41
400,5,4,5,5,5,5,5,5,4,2,2,47
400,4,2,2,3,2,5,4,4,4,4,2,38
400,5,2,4,1,1,4,4,4,5,4,2,20
400,5,1,1,4,5,4,5,5,5,5,2,35
400,4,4,1,1,1,4,1,5,5,4,2,20
400,4,1,1,4,1,4,3,5,5,5,1,25
400,5,3,2,4,3,5,3,4,2,3,1,48
400,3,3,1,4,3,5,3,4,5,3,1,42
400,5,3,2,5,3,4,4,5,4,4,1,50
400,5,4,1,2,5,5,5,4,1,4,1,46
400,3,4,2,4,1,5,4,5,4,3,2,39
400,4,1,1,4,3,4,4,3,5,4,1,26
400,2,2,2,2,1,5,5,5,4,4,1,39
400,4,4,2,4,1,5,4,5,5,4,2,37
400,5,4,2,5,1,5,3,5,1,3,2,62
400,4,5,4,4,4,5,5,5,1,5,2,23
400,5,2,1,5,2,5,5,5,5,5,1,38
400,1,2,5,3,2,3,2,2,3,2,1,18
400,5,3,2,4,3,5,4,4,4,3,1,34
400,4,4,1,4,5,5,2,5,1,5,2,20
400,5,4,4,3,1,3,2,4,5,3,2,20
400,5,4,1,4,1,5,4,4,4,3,2,30
400,5,1,4,5,5,5,1,5,5,5,2,25
400,1,1,1,1,1,1,4,4,1,2,2,30
400,4,2,1,1,1,5,3,5,4,4,2,29
400,4,5,2,4,1,5,5,5,3,3,2,70
400,3,3,1,4,1,5,4,5,5,4,1,58
400,5,2,3,4,1,3,4,4,2,1,1,18
400,5,2,1,4,4,4,4,5,3,4,1,22
400,4,3,2,4,3,5,3,5,2,3,1,26
400,4,3,2,4,3,4,3,4,3,3,1,19
400,4,3,1,4,3,5,3,5,3,3,1,47
400,5,2,1,5,3,5,4,5,1,1,1,46
400,4,4,1,4,3,5,4,4,3,4,1,56
400,1,4,1,1,1,5,5,5,5,3,2,29
400,5,4,4,4,1,5,4,5,4,4,2,53
400,4,4,1,4,4,5,5,5,5,4,1,18
400,5,5,1,2,4,4,2,5,4,4,1,28
400,4,3,1,2,1,4,4,5,4,4,2,42
400,5,4,1,5,4,5,4,5,4,5,2,52
400,4,2,4,4,3,3,3,4,4,3,2,26
400,5,4,4,4,2,2,2,3,2,4,1,18
400,5,3,4,4,1,4,3,4,4,2,1,26
400,5,5,1,5,5,5,5,5,5,5,1,37
400,4,3,2,3,2,4,3,5,4,3,1,28
400,5,2,2,2,4,4,4,4,2,2,2,32
400,4,3,2,1,4,4,4,5,4,4,2,32
400,3,3,1,4,2,4,3,5,2,4,2,33
400,5,5,2,3,3,4,4,2,2,2,1,55
400,3,4,3,3,1,4,3,3,4,2,2,76
400,5,5,1,4,5,5,5,5,5,5,2,44
400,5,3,2,4,2,3,2,3,3,3,1,49
400,4,4,2,4,5,5,5,5,5,5,1,19
400,5,1,5,1,1,1,5,5,5,5,1,41
400,3,4,3,4,4,3,3,4,3,3,1,79
400,3,2,3,3,2,3,3,2,3,3,1,20
400,3,2,3,3,2,2,3,2,2,2,2,36
400,5,4,2,5,4,5,4,5,5,4,2,29
400,5,5,2,4,1,4,4,5,5,3,2,32
400,5,5,5,4,5,4,5,5,4,5,2,47
400,5,4,4,1,2,5,3,5,3,5,2,30
400,4,4,1,5,5,5,5,5,4,5,2,37
400,5,1,4,5,5,5,5,5,5,5,2,36
400,5,4,1,4,4,4,2,5,2,4,2,31
400,5,1,1,4,1,4,1,5,5,4,2,35
400,5,4,1,4,2,5,1,5,4,4,2,21
400,4,4,3,4,3,5,3,5,2,2,1,43
400,4,3,1,5,3,5,3,5,1,3,1,55
400,5,3,2,4,3,5,4,5,2,3,1,56
400,4,4,2,4,1,5,4,5,5,4,1,39
400,4,4,1,2,4,5,4,5,4,4,1,24
400,4,2,2,5,1,4,3,4,1,4,1,43
400,4,2,4,4,1,5,4,5,5,4,1,21
400,4,3,2,5,3,5,4,5,3,3,1,40
400,4,2,2,4,2,5,4,5,2,4,1,29
400,4,3,2,5,4,5,3,5,2,3,1,40
400,5,5,1,1,1,4,5,5,5,4,2,40
400,4,5,1,3,1,4,1,4,1,3,2,43
400,5,1,5,5,1,5,4,5,5,5,2,24
400,2,5,1,5,1,5,1,5,4,5,2,44
400,4,2,2,1,4,5,5,5,5,5,2,19
400,2,4,1,1,4,4,4,2,2,5,1,20
400,5,1,4,4,1,1,4,5,4,5,1,28
400,5,4,1,4,2,4,4,5,4,4,1,41
400,5,2,2,4,2,5,2,4,2,4,1,55
400,4,2,2,4,2,5,4,4,4,4,2,40
400,4,4,2,2,4,5,4,5,2,4,2,37
400,4,1,1,5,4,5,5,5,5,5,2,39
400,5,4,1,5,1,5,4,5,5,4,2,46
400,5,1,1,5,1,5,4,5,1,2,1,23
400,5,1,1,3,5,4,4,5,2,5,2,18
400,5,4,3,2,2,2,3,3,3,3,2,43
400,1,2,3,3,1,4,3,3,2,3,2,80
400,5,4,3,4,1,4,4,1,4,2,2,76
400,4,4,4,3,1,2,2,4,5,1,2,44
400,2,4,2,3,2,4,3,3,2,2,1,58
400,4,3,2,4,4,4,3,4,2,3,2,68
400,5,3,1,3,3,5,5,5,3,4,1,58
400,5,3,3,4,3,4,4,5,4,5,1,45
400,2,2,1,4,3,4,3,4,3,4,1,30
400,5,4,1,4,5,5,2,5,1,4,1,77
400,4,4,4,5,4,5,4,5,5,4,1,35
400,5,5,2,2,1,5,4,4,4,5,1,81
400,4,4,2,2,4,4,2,4,4,4,1,20
400,5,4,3,2,1,5,1,5,4,4,1,53
400,3,3,2,2,3,3,3,2,3,3,1,45
400,3,3,2,3,3,3,3,3,3,3,2,38
400,3,2,3,5,5,5,5,3,3,5,2,27
400,5,3,2,4,4,5,4,5,2,4,2,43
400,5,5,1,4,3,5,3,5,4,5,2,48
400,5,5,3,3,4,4,3,4,3,4,2,28
400,4,2,4,4,1,4,2,5,5,5,2,46
400,4,4,2,5,5,5,5,5,3,5,2,25
400,5,5,2,4,5,5,5,5,4,4,2,36
400,5,2,2,1,4,5,4,4,4,4,2,38
400,4,5,4,4,4,5,5,5,4,5,1,28
400,5,2,4,5,1,5,1,5,5,4,2,50
400,4,4,1,5,1,5,3,5,5,2,1,51
400,4,4,1,5,3,5,5,5,4,4,1,25
400,5,4,1,5,4,5,5,5,4,1,1,44
400,5,2,1,5,1,5,1,5,5,5,1,30
400,1,5,4,3,2,5,5,5,5,5,2,39
400,4,2,4,4,2,2,4,5,5,5,1,18
400,5,4,1,5,1,4,5,5,5,1,1,39
400,5,4,4,4,2,4,4,4,2,4,1,19
400,5,2,4,4,5,4,5,5,5,5,1,22
400,4,5,4,4,3,5,5,4,5,5,1,18
400,5,4,2,5,5,4,5,4,5,4,2,25
400,4,4,1,5,5,5,5,5,5,5,2,45
400,5,2,1,2,5,5,5,5,5,5,2,23
400,5,2,1,3,1,4,4,5,5,5,2,23
400,5,4,3,3,1,4,4,3,5,2,2,23
400,5,3,4,4,1,4,2,4,4,3,1,50
400,4,3,1,2,5,5,4,5,4,4,2,36
400,5,4,2,4,4,4,4,4,5,5,2,35
400,5,5,1,5,5,4,3,5,5,5,1,22
400,5,3,2,4,4,4,3,4,4,4,1,18
400,5,3,1,4,3,4,3,5,2,4,1,27
400,5,3,1,5,4,5,4,5,5,4,2,49
400,4,4,3,4,2,4,4,3,4,3,1,46
400,5,5,1,5,4,5,2,5,4,5,2,42
400,5,3,4,4,5,5,5,5,5,5,1,26
400,4,5,4,3,4,5,3,3,4,3,1,34
400,5,4,5,5,5,4,3,4,5,4,1,32
400,4,4,3,4,5,5,3,4,5,2,2,30
400,5,4,2,3,5,4,4,5,4,5,2,44
400,4,2,2,4,4,4,4,4,4,4,2,43
400,4,4,4,4,1,4,2,5,1,3,2,53
400,4,2,2,4,2,2,1,4,4,4,2,28
400,4,5,1,5,1,4,4,5,4,4,1,52
400,3,4,2,2,1,5,5,5,5,4,1,54
400,3,1,1,5,1,4,2,4,2,4,1,37
400,5,4,4,2,4,4,2,4,4,2,1,25
400,4,4,1,4,1,4,1,5,4,3,1,28
400,5,4,1,5,1,1,1,5,1,4,2,61
400,4,5,1,5,1,4,2,4,1,4,1,39
400,5,4,1,4,5,5,2,4,4,4,2,47
400,5,4,1,5,1,4,4,4,4,4,2,38
400,4,2,2,4,1,4,3,5,4,3,2,65
400,4,3,3,3,3,2,5,4,4,3,1,69
400,1,2,1,5,1,4,3,5,4,4,2,48
400,4,2,4,4,2,4,2,4,4,2,1,45
400,4,1,1,5,2,1,1,5,4,5,1,39
400,4,2,2,4,2,4,2,5,2,2,1,30
400,4,3,3,4,1,3,3,3,3,3,1,24
400,4,2,1,5,2,5,3,5,5,5,1,61
400,5,4,3,3,1,3,3,4,4,3,2,26
400,5,3,1,4,1,4,5,4,4,4,2,38
400,5,5,1,5,4,1,1,5,5,5,2,18
400,5,5,1,5,1,5,5,5,1,3,2,18
400,5,4,1,5,4,5,5,1,5,1,2,26
400,4,4,2,3,3,5,3,3,3,3,1,67
400,3,2,2,3,3,3,3,3,3,3,1,68
400,5,4,4,4,2,4,2,4,2,4,1,62
400,3,2,2,2,2,3,2,3,3,3,1,39
400,3,3,2,4,1,4,3,3,4,4,1,22
400,2,2,2,4,1,1,4,4,4,2,2,32
400,4,4,2,4,2,4,4,4,4,4,2,30
400,4,4,2,4,2,4,2,4,4,4,2,38
400,2,2,2,4,2,4,4,5,4,2,2,24
400,4,3,1,3,2,3,3,3,2,3,2,18
400,4,4,1,4,1,4,1,4,3,4,2,59
400,4,2,2,3,2,3,2,4,4,4,2,26
400,2,1,2,1,1,1,1,2,3,3,2,46
400,4,4,2,3,2,4,2,4,2,3,2,66
400,4,4,1,2,2,5,2,5,5,4,2,28
400,4,4,2,5,5,5,2,5,5,5,1,58
400,2,3,2,3,3,2,2,3,3,4,1,48
400,2,3,3,3,3,3,3,3,3,3,1,25
400,3,4,2,4,2,4,1,5,1,5,1,38
400,1,1,3,2,4,2,3,2,3,4,1,61
400,5,3,1,3,3,4,4,4,5,5,2,45
400,2,2,3,2,2,3,2,2,2,2,1,18
400,1,1,2,2,1,2,2,1,2,2,1,31
400,2,2,3,2,2,2,2,2,2,2,1,21
400,4,4,1,5,1,5,1,5,5,5,1,45
400,5,4,1,4,1,4,4,5,4,5,1,65
400,5,4,1,5,1,5,5,5,5,5,2,44
400,5,4,3,4,1,4,3,4,4,4,2,27
400,5,2,3,2,4,5,4,4,4,2,2,23
400,4,4,2,4,4,4,4,4,5,4,2,18
400,1,2,4,2,2,1,3,4,2,3,2,31
400,5,2,4,3,2,4,4,4,5,3,2,50
400,2,2,3,2,3,4,2,3,2,1,2,35
400,4,3,2,4,4,4,4,3,2,4,2,20
400,4,2,2,4,2,5,4,4,2,5,2,46
400,5,3,2,4,3,4,4,4,3,2,1,53
400,3,2,2,4,3,5,3,4,2,4,1,62
400,5,3,1,5,2,5,3,5,2,3,1,38
400,5,4,4,4,2,4,3,5,1,4,1,20
400,1,2,3,2,2,3,2,3,2,1,1,30
400,5,4,1,5,5,5,5,5,5,4,1,52
400,5,4,1,4,1,4,4,4,4,4,2,49
400,4,4,3,4,2,4,3,4,5,4,2,30
400,3,3,2,4,1,4,2,5,5,4,2,38
400,4,4,1,2,1,4,1,5,4,2,2,27
400,4,4,2,2,2,4,4,5,5,4,2,30
400,4,4,1,5,1,5,1,5,3,5,1,50
400,5,2,2,4,1,5,4,5,4,2,1,44
400,5,5,2,4,4,4,2,4,2,2,1,24
400,4,4,2,4,1,5,1,4,2,2,1,56
400,5,5,3,2,4,2,2,3,2,1,1,24
400,4,5,2,2,3,3,2,2,3,3,1,19
400,5,4,1,5,1,5,4,5,5,5,1,27
400,4,3,4,4,5,5,5,3,1,5,1,39
400,5,4,3,2,3,2,1,5,2,2,1,43
400,5,4,2,4,3,3,3,4,3,3,2,26
400,5,4,1,4,3,5,4,4,3,2,2,54
400,4,2,2,4,5,5,4,5,4,4,2,46
400,4,4,1,2,2,4,4,5,2,4,2,48
400,5,4,2,4,2,5,5,5,5,5,2,18
400,3,2,2,2,2,3,3,3,2,2,2,35
400,4,2,5,4,1,5,2,3,4,3,2,83
400,5,3,2,4,2,4,2,5,4,4,2,48
400,5,4,3,3,2,4,3,4,5,2,2,59
400,5,4,2,2,3,4,4,5,4,4,2,50
400,5,2,2,4,2,4,2,5,3,3,1,41
400,4,3,3,4,1,4,5,4,2,4,1,45
400,5,3,2,4,2,5,4,4,2,4,1,27
400,2,2,3,2,3,2,3,1,1,1,1,20
400,5,4,1,5,2,5,5,4,5,4,1,40
400,5,1,4,2,5,5,5,4,5,5,1,21
400,5,4,4,4,4,4,4,4,4,2,2,35
400,5,4,1,2,2,5,5,4,5,5,2,63
400,5,5,1,5,4,5,5,5,4,5,2,30
400,4,2,1,4,4,4,1,4,4,4,1,37
400,3,3,1,3,1,4,3,4,1,3,2,37
400,4,3,4,4,1,5,1,5,2,2,1,37
400,5,2,1,4,1,4,4,4,4,2,1,36
400,4,4,4,4,3,5,5,3,4,5,2,21
400,5,1,4,4,2,5,5,5,4,5,1,23
400,5,5,2,5,5,3,1,5,1,1,2,33
400,5,4,1,2,2,4,1,4,4,4,2,39
400,4,4,1,4,1,4,4,4,5,4,2,31
400,5,1,1,4,1,5,4,4,3,4,2,42
400,5,4,4,4,4,4,4,4,4,2,2,44
400,2,3,4,3,3,3,3,3,4,3,1,42
400,5,2,4,4,1,4,4,4,4,4,1,29
400,4,3,1,5,3,5,4,1,1,1,1,27
400,5,4,1,5,1,4,1,5,2,4,1,37
400,5,5,1,4,4,4,1,4,1,4,1,65
400,5,4,1,5,1,4,5,5,5,2,1,38
400,3,5,4,5,5,4,2,4,5,4,1,18
400,4,4,5,4,4,1,2,5,4,4,1,22
400,5,5,2,5,1,5,5,4,5,4,1,57
400,3,5,1,5,5,4,4,5,5,5,1,18
400,2,2,1,4,5,5,3,4,4,4,2,19
400,5,4,1,5,5,5,3,5,4,5,2,38
400,4,4,2,4,3,4,4,4,4,3,2,47
400,2,4,4,5,1,5,4,5,4,5,2,25
400,2,5,1,5,4,5,4,5,2,5,2,35
400,5,4,4,4,2,5,5,5,2,4,1,38
400,5,2,2,5,1,5,5,4,2,4,1,46
400,4,4,2,4,1,4,1,4,2,2,1,37
400,5,3,5,4,5,4,4,5,3,4,2,29
400,4,2,2,4,4,4,2,4,2,2,2,34
400,5,5,2,4,2,5,5,4,1,4,2,50
400,4,3,2,4,4,4,1,4,4,2,2,34
400,5,4,2,1,1,2,1,5,4,4,2,46
400,5,5,2,5,3,5,1,5,4,4,1,45
400,2,4,2,4,4,5,2,5,4,4,1,19
400,2,3,1,4,2,2,2,4,4,4,2,40
400,4,4,3,3,3,3,3,4,2,4,1,18
400,5,4,2,4,4,2,5,2,2,2,1,18
400,4,3,3,3,3,3,4,3,4,3,2,45
400,5,4,1,3,4,4,5,4,5,5,2,25
400,5,4,1,5,5,5,5,5,5,5,2,30
400,4,4,4,5,5,5,4,5,5,5,1,25
400,5,5,4,5,5,5,5,5,5,5,2,25
400,4,4,1,2,2,4,3,4,5,5,1,40
400,5,5,4,4,2,4,4,5,2,2,1,36
400,5,4,4,5,5,5,2,4,4,5,1,18
400,4,4,2,4,1,4,5,5,5,5,2,31
400,4,4,3,4,4,4,3,4,4,4,1,20
400,5,4,3,3,3,4,4,4,4,4,2,67
400,5,4,4,3,3,4,4,4,2,4,1,20
400,4,4,4,4,1,4,3,5,5,3,2,61
400,5,4,3,3,4,4,3,4,3,4,2,40
400,4,4,3,4,2,4,3,4,4,3,1,18
